,TITLE,PR DESCRIPTION,PROPOSAL,COMMENTS
79,The Tip of the Iceberg: Development Was The Easy Part,"Production blindness (for lack of a better phrase) is a really big problem for web developers. Once they've struggled all the way through creating their app, they have to learn how to deploy it! And even if they know how to deploy it, they are unlikely to realize just how different production environments are from development. Without awareness of how production environments are different, we can't anticipate how they will break. Let's encourage thought and discussion about those differences when it's easy to make changes, not after production has gone down for the third time this month.","# The Tip of the Iceberg: Development Was the Easy Part

We want to produce reliable, functioning software... but we often don't. The cliched cry of ""but it works on my machine"" demonstrates the myopia that most web developers (including me) suffer from: we spend almost all of our time working with a development environment. This leads us to think of production as ""like development, with people using it"". Then, when things go wrong, we think ""oh, I see now, production is like development except this one thing that went wrong"". This is exactly the opposite of the mindset we need. Production is fundamentally different from development, and it's important to keep that in mind. This talk discusses some of those fundamental differences, including load balancing, metrics, data store reliability, and network partitions. Don't get stuck rebuilding your servers at 3AM because you went with the option that was easiest during development!

### Why this talk?

Production blindness (for lack of a better phrase) is a really big problem for web developers. Once they've struggled all the way through creating their app, they have to learn how to deploy it! And even if they know how to deploy it, they are unlikely to realize just how different production environments are from development. Without awareness of how production environments are different, we can't anticipate how they will break. Let's encourage thought and discussion about those differences when it's easy to make changes, not after production has gone down for the third time this month.",
80,Ruby Hacking Practicum,"Have you ever dreamed of hacking a mainframe or infiltrating the network of a shady government organization? In this workshop, I will get you one step closer to achieving your dream.
You will learn about the most prevalent attack methods used to exploit Ruby applications by actually hacking some apps. There will be no theory and no fancy-talk, just hacking. For each attack method we cover, I will take you through three steps--detection, exploitation, and patching. Towards the end, I will share tools used by security experts to automate the detection and exploitation process.
Some attack methods you will learn more about:
* Cross-site request forgery
* Social engineering
* Cross-site-scripting
* Password attacks
* Rails-specific attacks
This talk is aimed at Ruby developers of any skill-level who want to learn more about security via hacking. By the end of the talk, you will be able to detect, exploit, and patch various security vulnerabilities. I will use Rails and Sinatra as hacking mediums, but the attack methods learned will apply to any Ruby application.","# Hacking Practicum

Have you ever dreamed of hacking a mainframe or infiltrating the network of a
shady government organization? In this workshop, I will get you one step closer
to achieving your dream.

You will learn about the most prevalent attack methods used to exploit Ruby
applications by actually hacking some apps. There will be no theory and no
fancy-talk--just hacking. For each attack method we cover, I will take you
through three steps--detection, exploitation, and patching. Towards the end, I
will share tools used by security experts to automate the detection and
exploitation process.

Some attack methods you will learn more about:

* Cross-site request forgery
* Social engineering
* Cross-site-scripting
* Password attacks
* Rails-specific attacks


This talk is aimed at Ruby developers of any skill-level who want to learn more
about security via hacking. By the end of the talk, you will be able to detect,
exploit, and patch various security vulnerabilities. I will use Rails and
Sinatra as hacking mediums, but the attack methods learned will apply to any
Ruby application.",
81,Core Data in Motion,"Have you tried to use CoreData in RubyMotion, only to get lost in the quagmire of simplistic or confusing examples, DSL's and gems? Have you been asking yourself these questions: Do I have to use XCode to create a CoreData model?; How do relationships work in code work anyway?; How do I pre-load data into my CoreData store?; What is an NSFetchedResultsController, and why do I need one?
We'll delve into each of these questions, and review the surprisingly simple, elegant solutions that RubyMotion can provide.","# Core Data in Motion

Have you tried to use CoreData in RubyMotion, only to get lost in the quagmire of simplistic or confusing examples, DSL's and gems? Have you been asking yourself these questions: Do I have to use XCode to create a CoreData model?; How do relationships work in code work anyway?; How do I pre-load data into my CoreData store?; What is an NSFetchedResultsController, and why do I need one?

We'll delve into each of these questions, and review the surprisingly simple, elegant solutions that RubyMotion can provide.

Level: Intermediate",
82,Introduction to iOS Development with RubyMotion,"Hands-on one-day workshop to bootstrap you into developing iOS applications with RubyMotion. We will introduce the iOS system, RubyMotion, then write our very first iOS app.

Requirements: Basic Ruby knowledge, a Mac computer and a valid RubyMotion license. ","# Introduction to RubyMotion

Hands-on one-day workshop to bootstrap you into developing iOS applications with RubyMotion. We will introduce the iOS system, RubyMotion, then write our very first iOS app.

Requirements: Basic Ruby knowledge, a Mac computer and a valid RubyMotion license. ",
83,Problems not to solve on a Friday afternoon,"# Problems not to solve on a Friday afternoon
Some problems can be solved quickly.
Some problems can be solved slowly.
Some problems you should never, ever promise your boss you can solve in a reasonable amount of time.
Have you ever heard your boss tell a client, 'Sure, we can calculate the optimal route for your salespeople'? How about, 'Yes, we can determine the most efficient schedule for those activities.'
This talk will explain why those promises are a bad idea, and why you should always be very careful when promising absolutes. It will serve as a reminder for those who've met the P vs NP problem before, and a brief introduction to those who have not. 
And if you can solve them in an efficient manner on a Friday afternoon, there's a million dollars in it for you. Even if you can do it on a Monday morning!
","# Problems not to solve on a Friday afternoon

Some problems can be solved quickly.
Some problems can be solved slowly.
Some problems you should never, ever promise your boss you can solve in a reasonable amount of time.

Have you ever heard your boss tell a client, ""Sure, we can calculate the optimal route for your salespeople""? How about, ""Yes, we can determine the most efficient schedule for those activities.""

This talk will explain why those promises are a bad idea, and why you should always be very careful when promising absolutes. It will serve as a reminder for those who've met the P vs NP problem before, and a brief introduction to those who have not. 

And if you can solve them in an efficient manner on a Friday afternoon, there's a million dollars in it for you. Even if you can do it on a Monday morning!",
84,The Parental Programmer,"# The Parental Programmer
Programming can be an all consuming job. So can parenting. 
How do you keep up with new technology, contribute to open source, earn some money, and be there for your children?  What do you focus on and what do you discard?  Is it even possible to do it all?
As the mother of a 3 month old, I certainly don't have all the answers. This talk will collate suggestions from programming parents all around the world, so we can make new mistakes going forward, instead of repeating those of the past.","# The Parental Programmer

Programming can be an all consuming job. So can parenting. 

How do you keep up with new technology, contribute to open source, earn some money, and be there for your children?  What do you focus on and what do you discard?  Is it even possible to do it all?

As the mother of a 3 month old, I certainly don't have all the answers. This talk will collate suggestions from programming parents all around the world, so we can make new mistakes going forward, instead of repeating those of the past.",
85,Extreme Makeover: Rubygems Edition,"This talk exists primarily as a 'State of the Gem Ecosystem Address', to tell everyone how things are going, what we've been working on, and why they should care. It also tries to point out the benefits that every Rubyist gets from the Ruby ecosystem, while gently letting them know that those things don't happen for free. Hopefully, by providing that information, we can ask people to contribute time and effort to improving things for everyone and sound like we are leading by example, rather than demanding that someone step up to solve the problems for us, already.
","# Extreme Makeover: Rubygems Edition

Rubygems.org provides every Rubyist with an amazing service: all the libraries in the Ruby world. As amazing as that is, installing gems can be a time-consuming and even error-prone process. (Just ask the Travis guys.) In this talk, you'll learn about the recent dramatic changes in Rubygems and Bundler to improve speed and reliability by rewriting the Rubygems client/server architecture. I'll show how the new system caches more information, makes fewer requests, and takes less time to install gems. Finally, I'll cover how the changes allow worldwide mirrors of rubygems.org, improving things for Rubyists around the globe.

### Why this talk?

This talk exists primarily as a ""State of the Gem Ecosystem Address"", to tell everyone how things are going, what we've been working on, and why they should care. It also tries to point out the benefits that every Rubyist gets from the Ruby ecosystem, while gently letting them know that those things don't happen for free. Hopefully, by providing that information, we can ask people to contribute time and effort to improving things for everyone and sound like we are leading by example, rather than demanding that someone step up to solve the problems for us, already.

NB: this talk covers some things that haven't actually shipped as of this proposal. that said, they should be shipped before this talk is given.",
86,Capybara drivers zoo or make friends with Poltergeist,,"# Capybara drivers zoo or make friends with Poltergeist

A lot of developers all around the world write integrational tests using
Capybara. They don't know how it actually works or which driver they should
choose especially when there isn't the single one. We will talk about how
Capybara works and switches drivers, which one you should choose and when and
also we'll consider and disassemble Poltergeist — the truly headless driver that
many people use including Travis-CI.",
87,2D games with RubyMotion and SpriteKit,"# 2D games with RubyMotion and SpriteKit
Have you ever had a great idea for a game running on iOS? With RubyMotion and SpriteKit
turning your game idea into a reality can be quite simple.
In this talk we'll cover the basics of SpriteKit and 2D game making with iOS7. We'll discuss how
to manage sprites, game physics and user interaction within your game and along the way create
a multiplayer pong style game that you can play with your friends.","# 2D games with RubyMotion and SpriteKit

Have you ever had a great idea for a game running on iOS? With RubyMotion and SpriteKit
turning your game idea into a reality can be quite simple.

In this talk we'll cover the basics of SpriteKit and 2D game making with iOS7. We'll discuss how to manage sprites, game physics and user interaction within your game and along the way create a multiplayer pong style game that you can play with your friends.
",
88,Ansible - your first step into server provisioning,,"# Ansible - your first step into server provisioning

The ability to repeatably and automatically build your servers in code is essential for managing a modern Ruby application's server infrastructure.

Solutions such as Chef and Puppet are often used to solve this issue, but for some teams, this might be too costly to learn and implement effecitvely. Bridging the gap between these larger solutions and shell scripting is Ansible, a light footprint provisioning tool using SSH and YAML files to quickly define repeatable server creation and configuration steps.

This talk will cover:
* introduce server provisioning at a high level
* explain how Ansible fits into that pattern
* describe simple Ansible commands and modules
* run through a basic playbook example, bringing these elements together
* summarise other functionality offered by Ansible",
89,Fighting Fires,":fire: + :sweat_smile:  + :sweat_drops: == :smile: 
---
I want to talk about the bits of launching a product as a small
team that are hard and more important. I won't be talking about
optimising your rails stack, writing better code or stuff like that.
Instead, I'll be taking a look at the story of the development
of our application, [Discovr](http://discovr.info) - over the period
of just over a year (with two backend developers and a team of others)
and how we fought the product and code fires that came up during that
came up during our development lifecycle - and when we launched and got
a barrage of updating users and media coverage (e.g. TechCrunch).
For more info, see the proposal! :thumbsup:  ","# Fighting Fires: Lessons learnt launching a product with a small team

I want to talk about the bits of launching a product as a small
team that are hard and more important. I won't be talking about
optimising your rails stack, writing better code or stuff like that.

Instead, I'll be taking a look at the story of the development
of our application, [Discovr](http://discovr.info) - over the period
of just over a year (with two backend developers and a team of others)
and how we fought the product and code fires that came up during that
came up during our development lifecycle - and when we launched and got
a barrage of updating users and media coverage (e.g. TechCrunch).

It'll cover:

* How our tendency to overengineer things bit us (and how technical debt
  is the silent killer)
* Practical tips like the tools and techniques we found helped us sleep at night
* How we used and abused several ruby and associated tools along the way to solve
  problems we encountered.
* How things can fail in unexpected ways (i.e. getting api endpoints deprecated)

Finally, it'll covr how our decision process for technology
worked and didn't work as well as why spending time in some things,
such as continious deployment and automated server management, which can
be hard to sell in a product environment, helped pay off when we got launch
day any everything was on fire.

In other words, a look at things we found important when building a product
as a small team in a startup environment, how we screwed up and a dash
of stories about the things that happened along the way.

Think of it like one of those road trip movies, were not only do you
(hopefully) get a little bit of knowledge, not a lot of substance but
in theory you get to laugh a little along the way.",
90,Hacking Sidekiq for Fun and Profit,"It's almost inevitable in any Ruby Project - you hit that stage
where your logic starts getting more complex, you start doing more stuff that needs to
happen but doesn't have to happen in the foreground - or you just want
things to be faster.
You move your logic out into workers and do the work in the background.
This talk is going to be all about Sidekiq - a threaded background job implementation written in Ruby - and, in two parts: How you can use it and how you can bend it to your will.
For more info, see the proposal.","# Hacking Sidekiq for Fun and Profit

It's almost inevitable in any Ruby Project - you hit that stage
where your logic starts getting more complex, you start doing more stuff that needs to
happen but doesn't have to happen in the foreground - or you just want
things to be faster.

You move your logic out into workers and do the work in the background.

This talk is going to be all about Sidekiq - a threaded background job implementation
written in Ruby - and, in two parts: How you can use it and how you can bend it to your will.

### Part 1: Intro to Sidekiq

The boring: a brief introduction to sidekiq, how it works - what it's advantages are.
The stuff you need to know about it, why it's useful to consider - even if you're using
CRuby / MRI.

### Part 2: Hacking Sidekiq

The cooler part - once you know what Sidekiq is, I'm going to show how you can use
sidekiq in your product, how you can extend it and bend it to your will. I'll go into
how it implements itself in ruby land and how it interacts with the Redis.

I'll show how you can use the existing middleware (and write your own) to add behaviour
to your code, patterns we've found useful for implementing and testing workers as well
as the even more interesting side - using Lua support in redis to implement stuff in sidekiq.

I want to encourage developers to look at extending their tool set to work better with
not just ruby - to become comfortable with how they work internally (e.g. you should really
learn how to love redis) and what you really need to be careful of (e.g. bugs that manifest when
the site is under less load than usual - a real world example of going too far).

Finally, I'll end with an important question: Why not just use a proper message queue?",
91,How to create the perfect protoype,,"# How to create the perfect prototype

Prototyping is hard. As a digital agency, Mint Digital has created a number of prototype applications for clients, however these have been some of our least satisfying projects. Whilst we have been inspired by the project and put in the extra mile to delight, things sometimes just don't quite click.

It's taken us a while, and we've been through quite an experience to get to this point, but at Mint, we think we have solved the issue in a way that works for us, for our clients and for the end product. And all it takes is 4 days!

We'll look at the problems that prototypes can face; slippage, lack of focus and bloat. We'll see how our solution materialised out of Mint's company culture in a way that truly surprised us. We'll recap those initial issues and how we solve them and finally we'll look over how Rails helps us as developers and how we can help ourselves when creating prototype applications. By the end, 4 days is all you will need to create anything!",
92,Concurrency for !Dummies (Who Don't Get It (...Yet)),,"# Concurrency for !Dummies (Who Don't Get It (...Yet))

You can't go to a Ruby conference lately without someone banging on about concurrency and thread safety. You're a smart Rubyist, but... you don't get it. You understand the basic idea, you nod along, but once they get into the jargon, what does it all mean? How does it apply to you, and what is it, exactly? This talk will answer those questions, by engaging in a basic primer on concurrency in Ruby, a discussion of actual examples of how it works, and provide you with answers that will leave you nodding in agreement, rather than nodding off.",
93,How To Interview And Why,,"# How to Interview and Why

We do a lot of things right in our industry, but one thing we're really bad at is interviewing job candidates. An interview too often feels like a first date - awkward, strange, and not entirely predictive of what's to follow. There are countless books and websites to help you when you're a job seeker, but what about when you're the one doing the hiring? Will you just ask the same puzzle questions or sort algorithm problems? What are your metrics for evaluating or contextualizing the answers? In this talk, I'll discuss successful practices and techniques to help you find someone who will innovate your business, bring new energy to your team, get the work done, and be someone you'll want to work with. ",
94,RuboCop: A Ruby style guide gone executable,"RuboCop: A Ruby style guide gone executable
----------------------------------------------------------------------
RuboCop is a static code analyzer. It analyzes your code to see if it follows style guidelines, such as those suggested by Bozhidar Batsov's Ruby Style Guide. It also performs linting of your code.
By default, RuboCop will report problems in your code, but for some problems, you can ask RuboCop to automatically correct them for you.
RuboCop is configurable. Each guideline is enforced by a single cop, which can be disabled, or configured to represent a modified guideline.
This talk will cover how to use RuboCop, including configuration, what it can detect, and how it is useful.","# RuboCop: A Ruby style guide gone executable

RuboCop is a static code analyzer. It analyzes your code to see if it follows style guidelines,
such as those suggested by Bozhidar Batsov's Ruby Style Guide. It also performs linting
of your code.

By default, RuboCop will report problems in your code, but for some problems, you can ask RuboCop
to automatically correct them for you.

RuboCop is configurable. Each guideline is enforced by a single cop, which can be disabled, or
configured to represent a modified guideline.

This talk will cover how to use RuboCop, including configuration, what it can detect,
and how it is useful.",
95,All Routes should Nest,,"# All Routes Should Nest.

In your RESTful application, every concept that you treat as a Resource
is related to at least one other Resource. Which of these relationships
should have nested routes? This is not just a Web problem.

If you answered ""just the ones I need"", you're doing it wrong.
If you're thinking about your nested URLs, you're probably doing it wrong.

By analysing practical examples using the theory of conceptual graphs,
I'll show why RESTful API design needs a new approach. All concepts in
your application are inter-related, and every API should automatically
allow requests for nested data, traversing any of these relationships,
including to multiple levels of nesting.  You shouldn't have to explicitly
nest any resource. We use already colon-include in ActiveRecord, but we
need it in our APIs too. Using this approach, we can design a new
generation of simple but super-flexible APIs.",
96,It's business time: How to metric,"You can't put a price on data. Great data tells stories about your customers and serve to inform or reinforce the decisions you make about your product. Great data should be readily available, easy to consume and be able to answer any question you want to throw at it.
The problem is that the applications we build are not well-suited for exposing data. What starts with a few SQL queries quickly turns many. More and more requirements come in, and by now you've written Ruby code to build reports. Then you need to put it in the UI so non-developers can access it whenever they want to. Maybe you have business intelligence people accessing your production data directly. However hard you try, tech debt quickly accumulates, making it difficult to change either your database or the reports you've created.
There's a better way. Let me show you how.","# It's business time: how to metric

You can't put a price on data. Great data tells stories about your customers and serves to inform or reinforce the decisions you make about your product. Great data should be readily available, be easy to consume, and be able to answer any question you want to throw at it.

Somebody wants to know how many sales we did last month. You start off with some database queries to get the right numbers. Then you need to make it into a .csv. And wouldn't it be a good idea if we could segment by country? No problem, let's do some JOINs. Then the business people want the data on-demand, so let's put a UI around it and present it nicely. Add a dropdown to filter. And then it's time for the next question. However hard you try, tech debt quickly accumulates, making it difficult to change either your database or the reports you've created.

There's a better way. This talk is a deep dive into what that is, and how to implement that into your application.

In this talk, we'll look at how to determine what the important data is, and how to capture it in a way that doesn't mess with your app. We'll cover how to make data consumers jump up and down with joy. We'll use real code examples to demonstrate how easy it is to get it working. We'll talk about how this approach scales (spoiler warning: incredibly well) and how to manage growth of your product.

Great data that's easy to manage and makes your boss happy is at your fingertips. Let's learn how to unlock it.",
97,Tools to make your life easier,A talk on creating 'jigs',"# Homemade tools to make your life easier

In carpentry, a ""jig"" is a tool, often made from cheap plywood, just good
enough for one job. It's used a few times, then thrown back into the scrap
pile to be hacked into another tool the next time around.

In other words, this isn't your Uncle Bob's carpentry.

A _programmers'_ jig might rename 60 source files based on the class defined
in each. Or identify potential race conditions, by determining which globals
are reachable from different threads.

These jigs are code which operates on our code.  As such they hit the really
sweet niche of being fun, throw-away code _and_ built on fun computer
sciencey principles.

I'll talk about several principles and techniques for creating single-use tools.
We'll walk through a collection of jigs in Ruby, Bash, and a few other languages,
and talk about the jig-building patterns we need to keep in the toolchest to
make our lives as devs easier and more fun.",
98,Complexity Multipliers,,"# Complexity Multipliers

Ever been on that project where you've been able to turn around a new feature
inside an hour?  And then the next project where it takes six weeks to turn
around a feature that feels just about the same size?  You rack your brain,
and when you try to figure out why, all you come up with is small stuff.
""Well, I guess we have to commit twice for a config change instead of once…""

I posit there are a class of things which are ""complexity multipliers""–things
which seem small, but when a few of them get together, they have a major
impact on the velocity of the project.

The good thing is that complexity multipliers are easy to identify–if you
know what you are looking for.  They can be things inherent in the structure
of the code, in the development process, in the development tools.  I'd like
to show you some graphs and some common examples and define a conceptual
framework of how they affect projects.",
99,Fear Of The Class - A Refactoring Tale.,,"# Fear Of The Class - A Refactoring Tale

This is the story of a brave knight and his struggle for unchaining his village from the claws of The Giant Monolith. Stepwise we walk through his attempts of refactoring a gem to a better object design. While we do discuss patterns and strategies this is more than just ticking off refactoring recipes. This is a pictorial exploration of how we turned a complex frightening code pile into a managable architecture that's fun to work with.",
100,Modern Concurrency Practices in Ruby,,"# Modern Concurrency Practices in Ruby

So you think that concurrency is a subject lost in the Ruby world?
That it's not practical because of the GVL? That the concurrency
paradigm that's bundled with Ruby (a.k.a threading) is not the best
way to do concurrency? Or that you already have multi-processes and
don't need multi-threading concurrency.

Think again. The Ruby concurrency story has advanced a lot in the last
couple of years. Have you heard of people talking about actor-based
concurrency, using futures, Software Transactional Memory etc. and
want to know more about those?

This talk is a primer on these different paradigms of concurrency,
briefly touching on the traditional threads-based model, but focusing
more on modern paradigms like actors/futures/STM, with examples and
live-demos. Along the way we'll also see what's already possible in
Ruby (and in other implementations like JRuby and Rubinius, using gems
like Celluloid and friends).

PS: To add some variety, I'll employ the widely recognized but rarely
heard (at Rubyconf AU) Indian accent.",
101,Ruby Robotics,"Ruby's great and robots are neat, so we'll start off with a survey of robotics
in ruby and then dive into some specific, fun projects such as:
- Controlling a Sphero and a Parrot AR Drone with ruby
- Using JRuby on Android to control GPIO on the Raspberry Pi via drb
- Building your own full-stack remote controlled robot using drb.","# Ruby Robotics

Ruby's great and robots are neat, so we'll start off with a survey of robotics
in ruby and then dive into some specific, fun projects such as:

- Controlling a Sphero and a Parrot AR Drone with ruby
- Using JRuby on Android to control GPIO on the Raspberry Pi via drb
- Building your own full-stack remote controlled robot using drb.",
102,Becoming a Software Engineer: Inspiring a New Generation of Developers ,A talk by Kinsey Ann Durham,"Becoming a Software Engineer: Inspiring a New Generation of Developers

In my wildest dreams, I never thought that I would become a software developer.
I thought that I wasn't smart enough, that I needed a computer science degree
and to have been writing code since I was young. But, the traditional path to
becoming a developer is changing. This talk will focus on alternative and
untraditional paths to becoming a developer such as programs like Railsbridge,
mentorship and apprentice programs. These alternative paths ultimately foster a
more diverse and inclusive community, which drives economic growth and produces
more innovative solutions. 
The objectives of the talk are: 
- to bring awareness to the educational alternatives to computer science degrees 
- to encourage empathy when mentoring a beginner 
- to get the audience to see a different perspective and embrace differences in
  the industry",
103,Using Ruby to Automate Your Life,,"# Using Ruby to Automate Your Life

## Abstract
You probably use Ruby everyday, so why not use Ruby to automate some common tasks?
What if you could spin up an EC2 instance and have it automatically configure your
web server, database, users, and more? What if you could effectively capture and
replicate your production environments reliably and consistently? What if you could
then give developers production-like environments as Virtual Machines, with no
additional work? What if you could set up your new laptop with multiple Ruby versions,
your favorite software, and even change the desktop background - from a single command?
The good news is - you can!

Chef is a configuration management and automation tool that solves these problems and
many more. In this talk, you'll learn common just how easy it is to capture your
infrastructure in Chef. Save time and money by using Chef's Ruby DSL to ""define"" your
laptop.

How many times have you bought a new laptop and realize just how much stuff you
installed over the years? If you're using Chef, run a single command and all your
favorite Applications, Preferences, and even passwords are back in place. And the best
part - because Chef is written in Ruby, you get to continue using the language you love!

## Additional Notes
Disclaimer: I work for Opscode, but this is not a sales pitch. I'm demonstrating a tool
that can save time and money. Plus is really fun!

I think this talk is really valuable information to Rubyist. Many similar Ruby conferences
(like Mountain West) have created a separate track for ""DevOps"". This new movement is
really gaining light in the community and I think showcasing a tool in the DevOps
world would be a nice change of pace.",
104,Cryptography Pitfalls,As developers we often do a poor job of implementing cryptography and other security measures in our systems. Often the primitives used are out of date and overlook very subtle flaws. These mistakes lead to systems that are hopelessly insecure despite our perception that we’ve build an impenetrable fortress. Fortunately there are a few tools and techniques at our disposal that can ease some of the pain. In this talk we’ll explore some of the most common pitfalls developers encounter with cryptography and restore some of our sanity.,"# Cryptography Pitfalls

As developers we often do a poor job of implementing cryptography and other security measures in our systems. Often the primitives used are out of date and overlook very subtle flaws. These mistakes lead to systems that are hopelessly insecure despite our perception that we've build an impenetrable fortress. Fortunately there are a few tools and techniques at our disposal that can ease some of the pain. In this talk we'll explore some of the most common pitfalls developers encounter with cryptography and restore some of our sanity.

* Specific topics:
* Misusing cryptographic primitives
* Poor random number generation
* Secure password storage
* Other subtle flaws that can leave you insecure
* Why you should use TLS/SSL and GPG instead
* Learn what a group of researches has called ""The Most Dangerous Code in the World""",
105,"You're doing it wrong - Business Logic, View Templates and faster Unit Tests",,"# You're doing it wrong - Business Logic, View Templates and faster Unit Tests

A blog in 15 minutes is great, but what happens when you're trying to build something truly complex?

Your view code turns to madness, with conditional statements spread throughout.

Your models turn into a complicated series of chained events that are hard to follow and difficult to wrap in transactions.

Your tests are comprehensive and slow to keep your application working.

But at least your controllers are skinny so you're doing it right. Right?

Wrong.

There is a better way, this is just one. This talk is about adopting [Mustache Style ERB](http://warpspire.com/posts/mustache-style-erb/) templates and the [Interactor gem](https://github.com/collectiveidea/interactor) for separating and organising business logic.",
107,Late to the party: From Java to Ruby,My journey from being mostly Java to mostly Ruby dev. You will find this talk useful if you want to make transition from one technology/community to another. ,"# Late to the party: From Java to Ruby

My journey from being mostly Java to mostly Ruby dev. You will find this talk useful if you want to make transition from one technology/community to another. 

We will cover:

 - Where should you start
 - What to do, once you know the basics 
 - Making the transition 

This talk will be particularly beneficial for people moving into Ruby.",
,Don't,,"We all know that intelligent species learn from mistakes, right?

There's just one problem: Life is too short to make every possible mistake! Also, some mistakes are more costly than others. What's the ambitious learner to do? I'm glad you asked! I'm an expert at making mistakes, and I'm happy to share as many of them as I can possibly fit into a 45-minute time slot with you, my dear conference attendee!

We'll discuss a variety of exciting mistakes, ranging from the misapplication of metaprogramming techniques to letting emotions become barriers to new technologies to why it's a horrible idea to stretch a gel keyboard wrist rest across a room, even if it seems like an awesome plan at the time.

Why should you accept this talk?

I have found that the best talks are about things the speaker can talk at length about, even without a script. This is a talk about stupid things I've done. Therefore, it follows that this will be the BEST TALK EVER.

But seriously, I get a ton of questions from junior developers and people who are just trying to figure out what they want to do next. I feel like I've given this talk already, a thousand times over, to individuals. It's probably just better to leverage economies of scale, and share with a whole room of people.

I plan to make the talk humorous, informative, and in general a good time for all.

Thanks for reading this far, and I hope you'll consider my proposal!",
,... but we had to kill unicorns,,"How often do you have to leave your comfort zone? How often does it happen that you need to change the fundamentals of your application?

Well… it has happened to my team some time ago. We had to abandon our way of thinking about Ruby on Rails applications. Single-threaded servers were not a choice anymore, neither was JRuby nor Event Machine. And we had to handle up to 200k requests per minute.

This talk is a case study about how, step by step, we got to multi threaded RoR application with MRI 1.9, MySQL, DataMapper. I want to present how we came to the solution, what did we have to do to make our application thread safe, how did we manage to use threads in MRI and what we learned while working on the big feature, that made us change the fundamentals of our application.

Although the application in this case was built with Ruby on Rails, the talk won't be specific to this framework. I want to talk about threading and parallelism in Ruby and its open source libraries, as well as the process of making deep changes in the application that handles pretty big traffic.",
,Front end Choices,,"# Front end Choices
## Should we be building our user interfaces the ""Rails Way""?

Rails was born in 2004, the time of the ‘Ajax revolution.’ With the help of a little bit of prototype, scriptaculous and RJS, Rails made its mark in part because it facilitated creating beautiful and highly interactive web user interfaces in no time at all.

Fast forward to 2013. Frameworks like [Meteor][meteor] and [Hoodie][hoodie] are capturing increasing mindshare. Are we now in the decade of JavaScript? Is the ""Rails Way"" still relevant to the Front End?

This talk will explore three approaches in two parts to build a front end for your Rails application:

1) In the first approach - ‘the Rails Way’ - I exploit all the parts of the default Rails stack, as blessed by DHH himself. This includes jquery-ujs, Turbolinks and Sprockets. Fundamentally with this technique, most HTML is still generated server-side.

Included in this part of the talk is a discussion if Progressive Enhancement makes sense, and a demonstration of the techniques involved.

2) The second approach is the ‘Angular Way’, exposed together with the 3) third approach, the ""Ember Way"". With both perspectives, I show how to build ""full"" client-side web applications.

Included in this part of the talk, in particular, are:
* a discussion about which of the two popular frameworks fits the Rails mindset best, and which brings the steepest learning curve,
* ‘to pipeline or not to pipeline’: does it still makes sense to stick with Sprockets or is more meaningful to use a separate build toolchain (e.g. grunt and bower) in the front end?

[meteor]:http://www.meteor.com
[hoodie]:http://hood.ie
[angular]:http://angularjs.org
[ember]:http://emberjs.com",
,Find Simplicity With Plain Old Ruby Objects,,"# Encuentra la simpleza con objetos Ruby sencillos
# Find Simplicity With Plain Old Ruby Objects


This talk will discuss why you might, when you set out to design a system, want to stop thinking about persistence. Rather than kicking off a project generating models that subclass `ActiveRecord::Base`, I will suggest beginning your application development by modelling behaviour with *Plain Old Ruby Objects (POROs)*.

While including ideas from [Avdi Grimm]'s [Objects on Rails], the talk will primarily be based around my personal experience refactoring an-ActiveResource based system with Plain Old Ruby Objects and [roar].

Included in this talk will be an exploration of:

- patterns, such as [Repository] and [Data Mapper], as coined by Martin Fowler,
- how upcoming libraries - Curator, DataMappify, ROM.rb and Veritas - fit in with these patterns,
- the parts of these libraries that are usable today,
- how to make this methodology workable in the context of TDD (keeping components as testable as possible).

There will also be a discussion about the stage when you should begin implementing persistence.


[Avdi Grimm]:http://about.avdi.org/
[Objects on Rails]:http://objectsonrails.com/
[roar]:https://github.com/apotonick/roar
[Data Mapper]:http://martinfowler.com/eaaCatalog/dataMapper.html
[Repository]:http://martinfowler.com/eaaCatalog/repository.html",
,Ruby Community: How a language reflects its people,,"# Ruby Community
## How a language reflects its people

Different computational languages bring different sets of culture and values, and a different group of interested people. ""The limits of your language are the limits of your world"", said Wittgenstein.

The Ruby community is known for having a very active user group. I will investigate some of the reasons for this, including the design, structure, semantics and grammar of the language itself and the departing point for its own culture established by Matz and core committers.

The talk also includes a run-down of my experiences running an event (eurucamp) by and for the Ruby community, and how everyone can participate in building a better community and this could help to continue building a better language.",
