,TITLE,PR DESCRIPTION,PROPOSAL,COMMENTS
89,Fighting Fires,":fire: + :sweat_smile:  + :sweat_drops: == :smile: 
---
I want to talk about the bits of launching a product as a small
team that are hard and more important. I won't be talking about
optimising your rails stack, writing better code or stuff like that.
Instead, I'll be taking a look at the story of the development
of our application, [Discovr](http://discovr.info) - over the period
of just over a year (with two backend developers and a team of others)
and how we fought the product and code fires that came up during that
came up during our development lifecycle - and when we launched and got
a barrage of updating users and media coverage (e.g. TechCrunch).
For more info, see the proposal! :thumbsup:  ","# Fighting Fires: Lessons learnt launching a product with a small team

I want to talk about the bits of launching a product as a small
team that are hard and more important. I won't be talking about
optimising your rails stack, writing better code or stuff like that.

Instead, I'll be taking a look at the story of the development
of our application, [Discovr](http://discovr.info) - over the period
of just over a year (with two backend developers and a team of others)
and how we fought the product and code fires that came up during that
came up during our development lifecycle - and when we launched and got
a barrage of updating users and media coverage (e.g. TechCrunch).

It'll cover:

* How our tendency to overengineer things bit us (and how technical debt
  is the silent killer)
* Practical tips like the tools and techniques we found helped us sleep at night
* How we used and abused several ruby and associated tools along the way to solve
  problems we encountered.
* How things can fail in unexpected ways (i.e. getting api endpoints deprecated)

Finally, it'll covr how our decision process for technology
worked and didn't work as well as why spending time in some things,
such as continious deployment and automated server management, which can
be hard to sell in a product environment, helped pay off when we got launch
day any everything was on fire.

In other words, a look at things we found important when building a product
as a small team in a startup environment, how we screwed up and a dash
of stories about the things that happened along the way.

Think of it like one of those road trip movies, were not only do you
(hopefully) get a little bit of knowledge, not a lot of substance but
in theory you get to laugh a little along the way.

## Darcy Laycock

Darcy is a Developer from Melbourne, Australia. He works building backend systems and infrastructure
for [Discovr](http://discovr.info/) as well as working on a lot of [Open Source Code](https://github.com/Sutto).

![Profile picture](https://raw.github.com/Sutto/rubyconfau-2014-cfp/fighting-fires/fighting-fires/profile_picture.jpg)

- [My website](http://sutto.net)
- [My twitter](https://twitter.com/Sutto)
- [Past talk slides](http://speakerdeck.com/Sutto)
- [Past talk video: Bridging the Gap](http://http://www.youtube.com/watch?v=7YY2fia83kk)",
90,Hacking Sidekiq for Fun and Profit,"It's almost inevitable in any Ruby Project - you hit that stage
where your logic starts getting more complex, you start doing more stuff that needs to
happen but doesn't have to happen in the foreground - or you just want
things to be faster.
You move your logic out into workers and do the work in the background.
This talk is going to be all about Sidekiq - a threaded background job implementation written in Ruby - and, in two parts: How you can use it and how you can bend it to your will.
For more info, see the proposal.","# Hacking Sidekiq for Fun and Profit

It's almost inevitable in any Ruby Project - you hit that stage
where your logic starts getting more complex, you start doing more stuff that needs to
happen but doesn't have to happen in the foreground - or you just want
things to be faster.

You move your logic out into workers and do the work in the background.

This talk is going to be all about Sidekiq - a threaded background job implementation
written in Ruby - and, in two parts: How you can use it and how you can bend it to your will.

### Part 1: Intro to Sidekiq

The boring: a brief introduction to sidekiq, how it works - what it's advantages are.
The stuff you need to know about it, why it's useful to consider - even if you're using
CRuby / MRI.

### Part 2: Hacking Sidekiq

The cooler part - once you know what Sidekiq is, I'm going to show how you can use
sidekiq in your product, how you can extend it and bend it to your will. I'll go into
how it implements itself in ruby land and how it interacts with the Redis.

I'll show how you can use the existing middleware (and write your own) to add behaviour
to your code, patterns we've found useful for implementing and testing workers as well
as the even more interesting side - using Lua support in redis to implement stuff in sidekiq.

I want to encourage developers to look at extending their tool set to work better with
not just ruby - to become comfortable with how they work internally (e.g. you should really
learn how to love redis) and what you really need to be careful of (e.g. bugs that manifest when
the site is under less load than usual - a real world example of going too far).

Finally, I'll end with an important question: Why not just use a proper message queue?

## Darcy Laycock

Darcy is a Developer from Melbourne, Australia. He works building backend systems and infrastructure
for [Discovr](http://discovr.info/) as well as working on a lot of [Open Source Code](https://github.com/Sutto).

![Profile picture](https://raw.github.com/Sutto/rubyconfau-2014-cfp/hacking-sidekiq-for-fun-and-profit/hacking-sidekiq-for-fun-and-profit/profile_picture.jpg)

- [My website](http://sutto.net)
- [My twitter](https://twitter.com/Sutto)
- [Past talk slides](http://speakerdeck.com/Sutto)
- [Past talk video: Bridging the Gap](http://http://www.youtube.com/watch?v=7YY2fia83kk)",
91,How to create the perfect protoype,,"# How to create the perfect prototype

Prototyping is hard. As a digital agency, Mint Digital has created a number of prototype applications for clients, however these have been some of our least satisfying projects. Whilst we have been inspired by the project and put in the extra mile to delight, things sometimes just don't quite click.

It's taken us a while, and we've been through quite an experience to get to this point, but at Mint, we think we have solved the issue in a way that works for us, for our clients and for the end product. And all it takes is 4 days!

We'll look at the problems that prototypes can face; slippage, lack of focus and bloat. We'll see how our solution materialised out of Mint's company culture in a way that truly surprised us. We'll recap those initial issues and how we solve them and finally we'll look over how Rails helps us as developers and how we can help ourselves when creating prototype applications. By the end, 4 days is all you will need to create anything!

## Phil Nash

Phil is a developer living and working in London. He's been writing HTML since the <font> tag was cool. He spends his days flipping between JavaScript and Ruby creating delightful social websites at [Mint Digital](http://mintdigital.com). When not thinking about code, he enjoys music festivals, beer and secretly thinking about code.

![Profile picture](https://raw.github.com/rubyaustralia/rubyconfau-2014-cfp/master/talk-how_to_create_the_perfect_prototype/profile_picture.jpg)

- [My website](http://philna.sh)
- [My twitter](https://twitter.com/philnash)
- [Past talk slides](https://speakerdeck.com/philnash)
- [Past talk video](http://lanyrd.com/profile/philnash/video/)",
92,Concurrency for !Dummies (Who Don't Get It (...Yet)),,"# Concurrency for !Dummies (Who Don't Get It (...Yet))

You can't go to a Ruby conference lately without someone banging on about concurrency and thread safety. You're a smart Rubyist, but... you don't get it. You understand the basic idea, you nod along, but once they get into the jargon, what does it all mean? How does it apply to you, and what is it, exactly? This talk will answer those questions, by engaging in a basic primer on concurrency in Ruby, a discussion of actual examples of how it works, and provide you with answers that will leave you nodding in agreement, rather than nodding off.

## Kerri Miller

Kerri Miller is a Sr Software Developer and Team Lead based in the Pacific Northwest. She has worked at enterprise companies, international ad agencies, boutique consultancies, start-ups, and every place in between. She mentors and teaches students as an instructor at Ada Developers Academy, and consults with a wide range of companies internationally through NIRD. Having an insatiable curiosity, she has worked as a lighting designer, marionette puppeteer, sous chef, and professional poker player, and enjoys hiking, collecting Vespas, and working with glass.

![Profile picture](https://raw.github.com/rubyaustralia/rubyconfau-2014-cfp/master/concurrency_for_bang_dummies/profile_picture.jpg)

- [My website](http://kerrizor.com)
- [My twitter](https://twitter.com/kerrizor)
- [Past talk slides](https://speakerdeck.com/kerrizor/failure-for-fun-and-profit)
- [Past talk video](http://steelcityruby.confbots.com/video/72770891)",
93,How To Interview And Why,,"# How to Interview and Why

We do a lot of things right in our industry, but one thing we're really bad at is interviewing job candidates. An interview too often feels like a first date - awkward, strange, and not entirely predictive of what's to follow. There are countless books and websites to help you when you're a job seeker, but what about when you're the one doing the hiring? Will you just ask the same puzzle questions or sort algorithm problems? What are your metrics for evaluating or contextualizing the answers? In this talk, I'll discuss successful practices and techniques to help you find someone who will innovate your business, bring new energy to your team, get the work done, and be someone you'll want to work with. 

## Kerri Miller

Kerri Miller is a Sr Software Developer and Team Lead based in the Pacific Northwest. She has worked at enterprise companies, international ad agencies, boutique consultancies, start-ups, and every place in between. She mentors and teaches students as an instructor at Ada Developers Academy, and consults with a wide range of companies internationally through NIRD. Having an insatiable curiosity, she has worked as a lighting designer, marionette puppeteer, sous chef, and professional poker player, and enjoys hiking, collecting Vespas, and working with glass.

![Profile picture](https://raw.github.com/rubyaustralia/rubyconfau-2014-cfp/master/concurrency_for_bang_dummies/profile_picture.jpg)

- [My website](http://kerrizor.com)
- [My twitter](https://twitter.com/kerrizor)
- [Past talk slides](https://speakerdeck.com/kerrizor/failure-for-fun-and-profit)
- [Past talk video](http://steelcityruby.confbots.com/video/72770891)",
94,RuboCop: A Ruby style guide gone executable,"RuboCop: A Ruby style guide gone executable
----------------------------------------------------------------------
RuboCop is a static code analyzer. It analyzes your code to see if it follows style guidelines, such as those suggested by Bozhidar Batsov's Ruby Style Guide. It also performs linting of your code.
By default, RuboCop will report problems in your code, but for some problems, you can ask RuboCop to automatically correct them for you.
RuboCop is configurable. Each guideline is enforced by a single cop, which can be disabled, or configured to represent a modified guideline.
This talk will cover how to use RuboCop, including configuration, what it can detect, and how it is useful.","# RuboCop: A Ruby style guide gone executable

RuboCop is a static code analyzer. It analyzes your code to see if it follows style guidelines,
such as those suggested by Bozhidar Batsov's Ruby Style Guide. It also performs linting
of your code.

By default, RuboCop will report problems in your code, but for some problems, you can ask RuboCop
to automatically correct them for you.

RuboCop is configurable. Each guideline is enforced by a single cop, which can be disabled, or
configured to represent a modified guideline.

This talk will cover how to use RuboCop, including configuration, what it can detect,
and how it is useful.

## Andrew Grimm

Andrew Grimm is a bioinformatician at the University of New South Wales in Sydney, Australia.
He came across Ruby while using Rails at his previous job associated with the Encyclopedia of Life,
but now specialises in Plain Old Ruby Objects.

He has worked on various projects outside of work. One analyzed why you always end up at ""Philosophy"" in Wikipedia.
Another was a fork of Heckle in which zombies eat your brains unless your unit tests can kill them all.
At RubyKaigi 2011 he demonstrated the Small Eigen Collider, which generates random Ruby code that can be run under different
implementations of Ruby to check for inconsistencies or bugs.

He is interested in promoting interaction between the Ruby communities of different countries, especially
between Australia and Japan.

![Profile picture](./profile_picture.jpg)

- [My website](http://andrewjgrimm.wordpress.com/)
- [My twitter](https://twitter.com/andrewjgrimm)
- [Past talk slides](http://www.slideshare.net/agrimm)
- [Past talk video](https://vimeo.com/channels/332579)
- [Past t-shirt](http://www.zazzle.com/small_eigen_collider_japanese_and_english_text_tshirt-235235813665782515)
- [Lang-8 profile](http://lang-8.com/424295)",
95,Added talk proposal: All Routes should Nest,,"# All Routes Should Nest.

In your RESTful application, every concept that you treat as a Resource
is related to at least one other Resource. Which of these relationships
should have nested routes? This is not just a Web problem.

If you answered ""just the ones I need"", you're doing it wrong.
If you're thinking about your nested URLs, you're probably doing it wrong.

By analysing practical examples using the theory of conceptual graphs,
I'll show why RESTful API design needs a new approach. All concepts in
your application are inter-related, and every API should automatically
allow requests for nested data, traversing any of these relationships,
including to multiple levels of nesting.  You shouldn't have to explicitly
nest any resource. We use already colon-include in ActiveRecord, but we
need it in our APIs too. Using this approach, we can design a new
generation of simple but super-flexible APIs.

## Clifford Heath

Clifford Heath is an architect and software toolmaker with oodles
of experience in evolving software products for large enterprises.
Despite having an enterprise focus, most of his career has been in
startups, including being the principal inventor behind Australia's
first ever Internet startup (DotComDotAU). Clifford's scientific
work in semantic modeling of conceptual graphs has been recognised
and published internationally, and he is one of the longest-standing
members of the Australian Ruby community.

![Profile picture](https://raw.github.com/cjheath/rubyconfau-2014-cfp/master/all_routes_should_nest/profile_picture.jpg)

- [My website](http://dataconstellation.com)
- [My twitter](https://twitter.com/cliffordheath)
- [Past talk slides](http://dataconstellation.com/ActiveFacts/CQL%20Slides%202009.pdf)
- [Past talk video](http://dataconstellation.com/screencasts/CQL.shtml)",
96,It's business time: How to metric,"You can't put a price on data. Great data tells stories about your customers and serve to inform or reinforce the decisions you make about your product. Great data should be readily available, easy to consume and be able to answer any question you want to throw at it.
The problem is that the applications we build are not well-suited for exposing data. What starts with a few SQL queries quickly turns many. More and more requirements come in, and by now you've written Ruby code to build reports. Then you need to put it in the UI so non-developers can access it whenever they want to. Maybe you have business intelligence people accessing your production data directly. However hard you try, tech debt quickly accumulates, making it difficult to change either your database or the reports you've created.
There's a better way. Let me show you how.","# It's business time: how to metric

You can't put a price on data. Great data tells stories about your customers and serves to inform or reinforce the decisions you make about your product. Great data should be readily available, be easy to consume, and be able to answer any question you want to throw at it.

Somebody wants to know how many sales we did last month. You start off with some database queries to get the right numbers. Then you need to make it into a .csv. And wouldn't it be a good idea if we could segment by country? No problem, let's do some JOINs. Then the business people want the data on-demand, so let's put a UI around it and present it nicely. Add a dropdown to filter. And then it's time for the next question. However hard you try, tech debt quickly accumulates, making it difficult to change either your database or the reports you've created.

There's a better way. This talk is a deep dive into what that is, and how to implement that into your application.

In this talk, we'll look at how to determine what the important data is, and how to capture it in a way that doesn't mess with your app. We'll cover how to make data consumers jump up and down with joy. We'll use real code examples to demonstrate how easy it is to get it working. We'll talk about how this approach scales (spoiler warning: incredibly well) and how to manage growth of your product.

Great data that's easy to manage and makes your boss happy is at your fingertips. Let's learn how to unlock it.

## Sebastian von Conrad

Growing up in Sweden, Australia was about the last place Sebastian ever thought he'd visit, yet alone live. After 5 years and counting, however, he has no plans of leaving--at least not until he actually sees a snake.

Sebastian works as a Development Manager at Envato, where he most recently led the development effort behind Microlancer, Envato's latest product. He is a Railscamp organiser, helped out during the last RubyConf AU and is a founding member of Ruby Australia.

Sebastian also dislikes writing about himself in third person, but realises we must all make sacrifices for the greater good.

![Profile picture](https://raw.github.com/vonconrad/rubyconfau-2014-cfp/master/talk-sebastian_von_conrad-its_business_time_how_to_metric/svc.jpg)

- [My website](http://vonconrad.com)
- [My twitter](https://twitter.com/vonconrad)",
97,Tools to make your life easier,A talk on creating 'jigs',"# Homemade tools to make your life easier

In carpentry, a ""jig"" is a tool, often made from cheap plywood, just good
enough for one job. It's used a few times, then thrown back into the scrap
pile to be hacked into another tool the next time around.

In other words, this isn't your Uncle Bob's carpentry.

A _programmers'_ jig might rename 60 source files based on the class defined
in each. Or identify potential race conditions, by determining which globals
are reachable from different threads.

These jigs are code which operates on our code.  As such they hit the really
sweet niche of being fun, throw-away code _and_ built on fun computer
sciencey principles.

I'll talk about several principles and techniques for creating single-use tools.
We'll walk through a collection of jigs in Ruby, Bash, and a few other languages,
and talk about the jig-building patterns we need to keep in the toolchest to
make our lives as devs easier and more fun.

## Jason Felice

Jason Felice is an XP developer from Cleveland, Ohio (USA).   He's been
coding since he discovered there's no level after 99 in Space Invaders on the
Atari 800, using Vim and hitting the \*nix man pages for twelve years, and
been around more environments (POSIX, Windows, mobile, embedded, web) than he
remembers.

He lives in @maker\_house, a house of nerds and makers in Cleveland's Ohio
City neighborhood. In previous lives, he was a game developer, a full-stack
consultant and the guy who used TDD, software kanban, and continuous
integration to turn around a large code base and a department.

![Profile picture](https://raw.github.com/eraserhd/rubyconfau-2014-cfp/jason_felice-jigs/talk-jason_felice-jigs/profile_picture.jpg)

- [My website](http://maitria.com)
- [@eraserhd](https://twitter.com/eraserhd)
- [Past talk slides (Scheme)](http://www.slideshare.net/eraserhd/scheme-16243702)",
98,Complexity Multipliers,,"# Complexity Multipliers

Ever been on that project where you've been able to turn around a new feature
inside an hour?  And then the next project where it takes six weeks to turn
around a feature that feels just about the same size?  You rack your brain,
and when you try to figure out why, all you come up with is small stuff.
""Well, I guess we have to commit twice for a config change instead of once…""

I posit there are a class of things which are ""complexity multipliers""–things
which seem small, but when a few of them get together, they have a major
impact on the velocity of the project.

The good thing is that complexity multipliers are easy to identify–if you
know what you are looking for.  They can be things inherent in the structure
of the code, in the development process, in the development tools.  I'd like
to show you some graphs and some common examples and define a conceptual
framework of how they affect projects.

## Jason Felice

Jason Felice is an XP developer from Cleveland, Ohio (USA).   He's been
coding since he discovered there's no level after 99 in Space Invaders on the
Atari 800, using Vim and hitting the \*nix man pages for twelve years, and
been around more environments (POSIX, Windows, mobile, embedded, web) than he
remembers.

He lives in @maker\_house, a house of nerds and makers in Cleveland's Ohio
City neighborhood. In previous lives, he was a game developer, a full-stack
consultant and the guy who used TDD, software kanban, and continuous
integration to turn around a large code base and a department.


![Profile picture](https://raw.github.com/eraserhd/rubyconfau-2014-cfp/jason_felice-complexity/talk-jason_felice-complexity/profile_picture.jpg)

- [My website](http://maitria.com)
- [My twitter](https://twitter.com/eraserhd)
- [Past talk slides](http://www.slideshare.net/eraserhd/complexity-multipliers)",
99,Fear Of The Class - A Refactoring Tale.,,"# Fear Of The Class - A Refactoring Tale

This is the story of a brave knight and his struggle for unchaining his village from the claws of The Giant Monolith. Stepwise we walk through his attempts of refactoring a gem to a better object design. While we do discuss patterns and strategies this is more than just ticking off refactoring recipes. This is a pictorial exploration of how we turned a complex frightening code pile into a managable architecture that's fun to work with.


Nick Sutterer is proud to be a member of the Ruby open source community. His Cells and Apotomo projects have been bringing increased view modularity and event-driven programming to Rails for years. He has enjoyed attending, and speaking at, Ruby conferences around the world. Buy him a beer sometime, and with very little prompting, he will tell you why there should be no such thing as a double-render error, why you should not confuse your models with your resources, and how to play a mean bass in a punk rock band.

![Profile picture](https://raw.github.com/apotonick/rubyconfau-2014-cfp/master/talk-nick-sutterer-fear-of-the-class-a-refactoring-tale/profile_picture.jpg)

- [My website](http://nicksda.apotomo.de)
- [My twitter](https://twitter.com/apotonick)
- [Past talk slides](https://speakerdeck.com/apotonick/off-the-tracks)
- [Past talk video](http://confy.wecode.io/talks/2012/rubyconfar/off-the-tracks-challenging-the-rails-mindset)",
100,[talk] Modern Concurrency Practices in Ruby,,"# Modern Concurrency Practices in Ruby

So you think that concurrency is a subject lost in the Ruby world?
That it's not practical because of the GVL? That the concurrency
paradigm that's bundled with Ruby (a.k.a threading) is not the best
way to do concurrency? Or that you already have multi-processes and
don't need multi-threading concurrency.

Think again. The Ruby concurrency story has advanced a lot in the last
couple of years. Have you heard of people talking about actor-based
concurrency, using futures, Software Transactional Memory etc. and
want to know more about those?

This talk is a primer on these different paradigms of concurrency,
briefly touching on the traditional threads-based model, but focusing
more on modern paradigms like actors/futures/STM, with examples and
live-demos. Along the way we'll also see what's already possible in
Ruby (and in other implementations like JRuby and Rubinius, using gems
like Celluloid and friends).

PS: To add some variety, I'll employ the widely recognized but rarely
heard (at Rubyconf AU) Indian accent.

## Arnab Deka

Arnab is a Senior Software Engineer at LivingSocial (working remotely
from Bangalore), and has been writing Ruby (i.e. having fun) since
2008. Prior to this, Arnab was with AWS at Amazon.com in Seattle.

![Profile picture](https://raw.github.com/arnab/rubyconfau-2014-cfp/cfp/arnab-modern-concurrency-in-ruby/talk-arnab_deka-modern_concurrency_practices_in_ruby/profile_picture.jpg)

- [http://arnab-deka.com/](http://arnab-deka.com/)
- [@arnab_deka](https://twitter.com/arnab_deka)
- [github/arnab/](https://github.com/arnab/)

Past talk slides:

+ [Ruby vs The World](http://slid.es/arnab_deka/ruby-vs-the-world): at
  RailsGarden Bangalore, a Ruby/RoR workshop for students, in Aug'13.
+ [Remote Pair Programming](http://slid.es/arnab_deka/pairwithme-remotely):
  at Bangalore RUG meetup in Oct'13.",
101,[talk] Ruby Robotics,"Ruby's great and robots are neat, so we'll start off with a survey of robotics
in ruby and then dive into some specific, fun projects such as:
- Controlling a Sphero and a Parrot AR Drone with ruby
- Using JRuby on Android to control GPIO on the Raspberry Pi via drb
- Building your own full-stack remote controlled robot using drb.","# Ruby Robotics

Ruby's great and robots are neat, so we'll start off with a survey of robotics
in ruby and then dive into some specific, fun projects such as:

- Controlling a Sphero and a Parrot AR Drone with ruby
- Using JRuby on Android to control GPIO on the Raspberry Pi via drb
- Building your own full-stack remote controlled robot using drb.

## Josh Adams with Robby Clements

Josh Adams has been developing software professionally for over 14 years,
focusing primarily on web applications.  He serves as CTO for isotope | eleven.
He wrote a chapter for the book _Arduino Robotics_ and is currently porting the
same concepts covered in this talk to Erlang and Elixir.

This talk includes three different hardware demos, and consequently requires two
people to pull off.  Robby Clements worked on these projects with me and we give
the talk together.

![Profile picture](http://isotope11.com/system/avatars/2/original/about_josh_adams.png?1383316850)

- [My website](http://isotope11.com)
- [My twitter](https://twitter.com/knewter)
- [Past talk slides](http://www.slideshare.net/altrux/a-survey-of-robotics-in-ruby)",
102,Becoming a Software Engineer: Inspiring a New Generation of Developers ,A talk by Kinsey Ann Durham,"Becoming a Software Engineer: Inspiring a New Generation of Developers

In my wildest dreams, I never thought that I would become a software developer.
I thought that I wasn't smart enough, that I needed a computer science degree
and to have been writing code since I was young. But, the traditional path to
becoming a developer is changing. This talk will focus on alternative and
untraditional paths to becoming a developer such as programs like Railsbridge,
mentorship and apprentice programs. These alternative paths ultimately foster a
more diverse and inclusive community, which drives economic growth and produces
more innovative solutions. 
The objectives of the talk are: 
- to bring awareness to the educational alternatives to computer science degrees 
- to encourage empathy when mentoring a beginner 
- to get the audience to see a different perspective and embrace differences in
  the industry

Kinsey Ann Durham

Kinsey is an apprentice developer at thoughtbot, co-coordinator for Women Who
Code Boulder/Denver, and co-founder of Kubmo. She loves the Ruby language,
pairing, learning everyday and the team she works with at thoughtbot. She enjoys
the outdoors, camping, documentaries and is passionate about volunteering in
third world countries.

![Profile picture](https://raw.github.com/rubyaustralia/rubyconfau-2014-cfp/master/example/profile_picture.jpg)

- [My website](kinseyanndurham.com)
- [My twitter](https://twitter.com/KinseyAnnDurham)
- [Past talk slides](Will be available from RubyConf soon)
- [Past talk video](Will be available from  RubyConf soon)",
103,Add Seth Vargo's - Using Ruby to Automate Your Life,,"# Using Ruby to Automate Your Life

### Abstract
You probably use Ruby everyday, so why not use Ruby to automate some common tasks?
What if you could spin up an EC2 instance and have it automatically configure your
web server, database, users, and more? What if you could effectively capture and
replicate your production environments reliably and consistently? What if you could
then give developers production-like environments as Virtual Machines, with no
additional work? What if you could set up your new laptop with multiple Ruby versions,
your favorite software, and even change the desktop background - from a single command?
The good news is - you can!

Chef is a configuration management and automation tool that solves these problems and
many more. In this talk, you'll learn common just how easy it is to capture your
infrastructure in Chef. Save time and money by using Chef's Ruby DSL to ""define"" your
laptop.

How many times have you bought a new laptop and realize just how much stuff you
installed over the years? If you're using Chef, run a single command and all your
favorite Applications, Preferences, and even passwords are back in place. And the best
part - because Chef is written in Ruby, you get to continue using the language you love!

### Additional Notes
Disclaimer: I work for Opscode, but this is not a sales pitch. I'm demonstrating a tool
that can save time and money. Plus is really fun!

I think this talk is really valuable information to Rubyist. Many similar Ruby conferences
(like Mountain West) have created a separate track for ""DevOps"". This new movement is
really gaining light in the community and I think showcasing a tool in the DevOps
world would be a nice change of pace.


## Seth Vargo

Seth has been a Ruby developer for more than 5 years. Although a recent graduate of
Carnegie Mellon, Seth has been involved in the Ruby community for quite some time.
He as written projects such as bootstrap_forms and powify. He recently became involved
in the Chef community, contributing to Chef core and writing/maintaining open source
tools like berkshelf, fauxhai, chefspec, strainer, and more. He also maintains a variety
of popular community cookbooks and regularly hangs out in IRC, Twitter, and github.

![Profile picture](https://2.gravatar.com/avatar/87f282c6c2cdad13100dffe8c1daf77d?s=440)

- [My website](http://sethvargo.com)
- [My twitter](https://twitter.com/sethvargo)
- [Past talk slides](https://speakerdeck.com/sethvargo/using-ruby-to-automate-your-life)
- [Past talk video](http://www.confreaks.com/videos/2745-wickedgoodruby-using-ruby-to-automate-your-life)",
104,Cryptography Pitfalls,As developers we often do a poor job of implementing cryptography and other security measures in our systems. Often the primitives used are out of date and overlook very subtle flaws. These mistakes lead to systems that are hopelessly insecure despite our perception that we’ve build an impenetrable fortress. Fortunately there are a few tools and techniques at our disposal that can ease some of the pain. In this talk we’ll explore some of the most common pitfalls developers encounter with cryptography and restore some of our sanity.,"# Cryptography Pitfalls

As developers we often do a poor job of implementing cryptography and other security measures in our systems. Often the primitives used are out of date and overlook very subtle flaws. These mistakes lead to systems that are hopelessly insecure despite our perception that we've build an impenetrable fortress. Fortunately there are a few tools and techniques at our disposal that can ease some of the pain. In this talk we'll explore some of the most common pitfalls developers encounter with cryptography and restore some of our sanity.

* Specific topics:
* Misusing cryptographic primitives
* Poor random number generation
* Secure password storage
* Other subtle flaws that can leave you insecure
* Why you should use TLS/SSL and GPG instead
* Learn what a group of researches has called ""The Most Dangerous Code in the World""

## John Downey

John Downey is a security engineer working at [Braintree](https://www.braintreepayments.com/). Braintree helps businesses accept credit card payments online with great development tools and first class support. There he has worked on their highly available infrastructure and integrations into the banking system. In his free time he contributes to open source projects and mentors high school students in the [FIRST Robotics Competition](http://www.usfirst.org/).

![Profile picture](https://raw.github.com/jtdowney/rubyconfau-2014-cfp/talk-cryptography_pitfalls/talk-cryptography_pitfalls/profile_picture.jpg)

- [My website](http://jtdowney.com)
- [My twitter](https://twitter.com/jtdowney)
- [Past talk slides](https://speakerdeck.com/jtdowney/devops-for-the-rubyist-soul-at-railsconf-2013)
- [Past talk video](http://www.confreaks.com/videos/2479-railsconf2013-devops-for-the-rubyist-soul)",
105,"You're doing it wrong - Business Logic, View Templates and faster Unit Tests",,"# My Talk Title

A blog in 15 minutes is great, but what happens when you're trying to build something truly complex?

Your view code turns to madness, with conditional statements spread throughout.

Your models turn into a complicated series of chained events that are hard to follow and difficult to wrap in transactions.

Your tests are comprehensive and slow to keep your application working.

But at least your controllers are skinny so you're doing it right. Right?

Wrong.

There is a better way, this is just one. This talk is about adopting [Mustache Style ERB](http://warpspire.com/posts/mustache-style-erb/) templates and the [Interactor gem](https://github.com/collectiveidea/interactor) for separating and organising business logic.

## Gareth Townsend

I'm a software developer from Melbourne, Australia. I grew up Vienna, Austria. People sometimes confuse the two. One day I would like to live in Europe again.

Currently I'm working for The Ferocia in Melbourne on a secret project. Previously I've worked at Clear, NZX and The Conversation. I'm a regular ranter at the Melboure Ruby Group.

I race bikes (Mountain and Road), sometimes I go surfing, and sometimes I'll be hiding behind a camera lens somewhere. Be sure to say hi if you spot me. I don't bite.

![Profile picture](https://raw.github.com/rubyaustralia/rubyconfau-2014-cfp/master/talk-gareth-townsend-you-are-doing-it-wrong/gareth-townsend-avatar.jpg)

- [My website](http://www.garethtownsend.info)
- [My twitter](https://twitter.com/quamen)",
107,Late to the party: From Java to Ruby,My journey from being mostly Java to mostly Ruby dev. You will find this talk useful if you want to make transition from one technology/community to another. ,"# Late to the party: From Java to Ruby

My journey from being mostly Java to mostly Ruby dev. You will find this talk useful if you want to make transition from one technology/community to another. 

We will cover:

 - Where should you start
 - What to do, once you know the basics 
 - Making the transition 

This talk will be particularly beneficial for people moving into Ruby.

## Greg Dziemidowicz

Passionate software developer from Poland. I organise CodeRetreats and internal coding dojos. In February 2013 I have moved to Melbourne and started working as full-time Ruby dev. Before that I have worked as JVM developer in Berlin.

![Profile picture](https://raw.github.com/dziemid/rubyconfau-2014-cfp/latetotheparty/latetotheparty/profile_picture.jpg)

- [My twitter](https://twitter.com/dziemid)
- [My lanyrd](http://lanyrd.com/profile/dziemid/)
- [Past talk slides](http://www.slideshare.net/dziemid)
",
,Don't,,"We all know that intelligent species learn from mistakes, right?

There's just one problem: Life is too short to make every possible mistake! Also, some mistakes are more costly than others. What's the ambitious learner to do? I'm glad you asked! I'm an expert at making mistakes, and I'm happy to share as many of them as I can possibly fit into a 45-minute time slot with you, my dear conference attendee!

We'll discuss a variety of exciting mistakes, ranging from the misapplication of metaprogramming techniques to letting emotions become barriers to new technologies to why it's a horrible idea to stretch a gel keyboard wrist rest across a room, even if it seems like an awesome plan at the time.

Why should you accept this talk?

I have found that the best talks are about things the speaker can talk at length about, even without a script. This is a talk about stupid things I've done. Therefore, it follows that this will be the BEST TALK EVER.

But seriously, I get a ton of questions from junior developers and people who are just trying to figure out what they want to do next. I feel like I've given this talk already, a thousand times over, to individuals. It's probably just better to leverage economies of scale, and share with a whole room of people.

I plan to make the talk humorous, informative, and in general a good time for all.

Thanks for reading this far, and I hope you'll consider my proposal!

## Ernie Miller",
